ID,최초접수경찰서,발생경찰서,관할지구대(파출소),발생일시,발생위치-전체주소,검거죄종(7대),검거죄명,피의자,피해자,범죄사실,경도,위도
11,서울동대문경찰서,서울동대문경찰서,회기파출소,2014-08-12 4:10,서울 동대문구 회기로21길 8,절도,야간주거침입절도,1,1,"피의자 서경덕은 서울 경기 고등학교 1학년에 재학중인자로,
2014. 08. 12. 04:10.경 서울 동대문구 회기로21길 8 소재 피해자 김성현(48세, 남)가 운영하는 꼬치보호대 음식점에서 문이 열려있는 틈을 이용하여 침입한 다음 카운터 아래에 있는 금고통(현금241,320원)를 들고 나오는 방법으로 절취한 것이다.",127.0537355,37.59141663
12,안양만안경찰서,안양만안경찰서,명학지구대,2011-01-09 3:20,안양시 만안구 안양동 627-36,절도,특수절도미수,1,1,"피의자는 2011. 01. 09. 03:20경 안양시 만안구 안양동 627-36 피해자 추강식(39세,남)가 운영하는 하나마트 외부천막을 미리 소지한 카터칼로 찢고 들어가 마트 출입문 바깥쪽에 쌓아둔 시가 10만원 상당의 쌀포대 2개를 들고가려다 신고를 받고 현장에 출동한 경찰관에게 검거되어 그 뜻을 이루지 못하고 미수에 그쳤다.
",126.9234511,37.39533936
13,인천부평경찰서,인천부평경찰서,갈산지구대,2015-01-25 3:48,인천 부평구 갈산1동 454번지 대성유니드 아파트 상가 2층 201호,절도,특수절도,2,2,"피의자 신정재는 2015. 2. 16. 서울남부지방검찰청에서 강도상해 혐의로 재판중에 있고, 그 외에 범죄전력 18건이 더 있다.
 피의자 김장규는 무직(서울남부구치소 수용중)이고, 구치소 수용 전 중고 휴대전화 판매, 수리, 매매업을 하던 자이다.
 피의자들은 중고 휴대전화 매매업을 하면서 다른 중고 휴대전화 매매업을 하는 사무실에 다량의 휴대전화를 보관하고 있다는 사실을 확인하고 절취하여 판매하기로 마음먹었다.
 가. 특수절도
 피의자들은 2015. 1. 25. 03:48경 인천 부평구 갈산1동 454번지 대성유니드 아파트 상가 2층 201호 세류무역(중고휴대전화 매매업소) 사무실 창문에 붙여 놓은 합판을 뜯어내고 들어갔다.
 피의자들은 사무실 내로 들어가 보관 중이던 피해자 손하율(41세,여) 소유의 시가 6,028,500원 상당의 중고휴대폰 107대, 현금 1,567,000원 등 합계 7,595,500원 상당을 절취하였다.
 나. 야간건조물침입절도
 피의자들은 2014. 12. 27. 03:36경 인천 부평구 갈산동 330번지 2층 ‘나로모바일’ 중고휴대전화 판매점에 잠겨있지 않은 창문을 열고 사무실 내로 들어갔다. 
 피의자들은 사무실 내로 들어가 보관중이던 시가 951만원 상당의 중고 휴대전화(아이폰5S, 아이폰5, 아이폰6, 아이폰6+, 갤럭시S3, 갤럭시S4, 아이패드2, 갤럭시노트4, 갤럭시 노트3) 30대, 시가 123만원 상당의 휴대폰 부품, 시가 8만원 상당의 헤드폰 1개 및 이어폰 1개, 현금 80만원 등 합계 11,620,000원 상당을 절취하였다. ",126.9866369,35.31698949
14,대구수성경찰서,대구수성경찰서,고산지구대,2015-02-25 14:00,대구 수성구 소재 범물1단지 105동 709호,절도,특수절도,2,2," [피의자 오성택은 고등학교를 중퇴하고 직업이 없는 사람이고, 피의자 오중헌은 대학 휴학생으로 오성택의 동네 선배이다.
1). 피의자 오성택
 가. 주거침입
 피의자는 2015. 2. 25. 14:00 ∼ 15:30사이 대구 수성구 소재 범물1단지 105동 709호 피해자 김진호(남, 15세)의 집에 재물을 절취하기 위해 피해자의 친구 김정빈을 앞세워 들어가 피해자의 주거에 침입하였다.
2). 피의자 오성택 피의자 오중헌 공동범행
 가. 주거침입
 피의자들은 2015. 2. 25. 14:00 ∼ 15:30사이 대구 수성구 소재 범물1단지 201동 1409호(범물동 청아타운) 피해자 권미숙(여, 38세)의 집에 재물을 절취하기 위해 피해자 아들 강호수의 친구 김재원을 앞세워 들어가 피해자의 주거에 침입하였다.
 나. 특수절도
 피의자들은 위 ‘2)-가’항 그때 그곳에 피해자 아들 강호수의 친구 김재원을 앞세워 마치 놀러간 것처럼 믿게 한 후 김재원에게 피해자 아들 강호수를 아파트 밖으로 데려가 이야기토록 해 아파트에 아무도 없는 틈을 타 식탁 옆 서랍장에 들어 있던 약 100만원 상당의 순금 반지 5돈을 절취하였다.
 이로써 피의자들은 합동하여 피해자 재물을 절취하였다.",126.9551158,37.26618671
15,전남담양경찰서,전남담양경찰서,중앙파출소,2011-12-11 1:30,전남 담양군 죽녹원로 22-7,절도,특수절도,6,1,"피의자1) 유시우, 피의자2) 유한석는 각 무직, 피의자3) 이규찬, 피의자4) 이다빈은 담양공업고등학교 1학년 기계과에 각 재학중이고 형제이며, 피의자5) 이상후은 광주체육고등학교 2학년 복싱부에, 피의자6) 이성원은 담양공업고등학교 1학년 토목과에 재학중인 자들이다.
1. 피의자1) 유시우, 피의자3) 이규찬, 피의자4) 이다빈, 피의자5) 이상후, 피의자6) 이성원 합동범행
 가. 특수절도
  2011. 12. 11. 01:30경 전남 담양군 죽녹원로 22-7 피해자 김요섭(63세)이 거주하는 주거지 앞 노상에서 피해자가 주차하여 놓은 오토바이를 발견하고 이를 절취하기로 공모하여 피의자1) 유시우, 피의자3) 이규찬, 피의자4) 이다빈이 망을 보는 사이 피의자5) 이상후, 피의자6) 이성원이 위 오토바이의 키박스를 손괴하고 그 안에 있는 전선을 뽑아낸 후 손잡이를 잡아당기며 폐달을 밟아 시동을 거는 방법으로 피해자 소유 50만원 상당의 50cc 스쿠터 1대를 절취하였다. 이로써 피의자들은 합동하여 피해자의 재물을 절취하였다
 나. 도로교통법위반(무면허운전)
  1) 피의자5) 이상후
   위와 같이 전남 담양군 죽녹원로 22-7 앞 노상에서 절취한 오토바이를 운전면허 없이 담양읍 지침리 소재 채널큐 편의점까지 약 800미터 구간을 운전하였다
  2) 피의자6) 이성원
   가) 위와 같이 전남 담양군 죽녹원로 22-7 앞 노상에서 절취한 오토바이를 운전면허없이 담양읍 객사리 남정사거리부근까지 약 400미터 구간을 운전하였다
   나) 계속하여 2011. 12. 11. 16:00~17:00경 사이 전날 전남 담양군 죽녹원로 22-7 앞 노상에서 절취한 오토바이를 운전면허 없이 담양군 담양읍 천변리 소재 플러스 PC방 앞 노상에서부터 피의자3) 이규찬의 주거지인 담양군 월산면 화방리 부근까지 약 6킬로미터 구간을 운전하였다
2. 피의자1) 유시우, 피의자2) 유한석 합동범행
 가. 특수절도
  1) 2011. 12. 20. 04:00경 전남 담양군 창평면 창평리 209-2 앞 노상에서, 그 곳에 불상의 피해자가 주차시켜 놓은 오토바이를 발견하고 키박스를 손괴하고 전선을 뽑아 낸 다음 피의자1) 유시우는 발로 폐달을 밟고, 피의자2) 유한석은 운전손잡이를 잡아 당기는 방법으로 시동을 걸어 운전하여 가는 방법으로 피해자 소유 시가미상의 50cc 오토바이 1대를 절취하였다
  2) 2012. 1. 8. 02:30경 전남 담양군 담양읍 객사리 110-6 주차장 앞 노상에서, 그 곳에 불상의 피해자가 주차시켜 놓은 오토바이를 발견하고, 위 범죄사실가)항과 같은 방법으로 시동을 걸어 운전하여 가는 방법으로 피해자 소유 시가미상의 50cc 오토바이 1대를 절취하였다
 3) 2012. 1. 8. 02:40경 전남 담양군 천변4길 17-16 앞 노상에서, 그 곳에 불상의 피해자가 주차시켜 놓은 오토바이를 발견하고, 위 범죄사실가)항과 같이 방법으로 시동을 걸어 운전하여 가는 방법으로 피해자 소유 시가미사의 125cc 오토바이 1대를 절취하였다. 이로써 피의자들은 합동하여 피해자의 재물을 절취하였다
 나. 도로교통법위반(무면허운전)
  1) 피의자1) 유시우
   위와 같이 2012. 1. 8. 02:30경 전남 담양군 죽녹원로 152 주차장 앞 노상에서 절취한 오토바이를 운전면허 없이 광주 동구 천변로까지 약 10킬로미터 구간을 운전하였다
  2) 피의자2) 유한석 
   가) 위와 같이 2011. 12. 20. 04:00경 전남 담양군 창평면 창평리 209-2 앞 노상에서 절취한 오토바이를 운전면허 없이 광주 북구 망월동까지 약 10킬로미터 구간을 운전하였다
   나) 위와 같이 2012. 1. 8. 02:40경 전남 담양군 담양읍 객사리 110-6 앞 노상에서 절취한 오토바이를 운전면허 없이 주거지인 광주 남구 천변좌로 404-1까지 약 5킬로미터 구간을 운전하였다
   다) 위와 같이 2012. 1. 8. 02:40경 전남 담양군 천변4길 17-16 앞 노상에서 절취한 오토바이를 운전면허 없이 다음날인 1. 9. 00:00경 주거지인 광주 남구 천변좌로 404-1 앞 노상에서부터 담양군 수북면 버스정류장까지 약 15킬로미터 
 구간을 운전하였다.",127.2369685,36.74398946
16,수원중부경찰서,수원중부경찰서,호매실파출소,2011-08-02 22:30,수원시 권선구 호매실동 439-8,,주거침입,1,1,"피의자는 2011. 8. 2. 22:30경 수원시 권선구 호매실동 439-8에 있는 피해자 차종윤(26세, 여)의 집에 이르러 피해자의 허락을 받지 않고 출입문을 통하여 그 집 안으로 들어가 그녀의 주거에 침입하였다.",126.844824,37.33508863
17,천안서북경찰서,천안동남경찰서,수신성남파출소,2011-04-05 20:00,천안시 동남구 성남면 신사리 309-4번지 성남교회,절도,야간주거침입절도,1,1,"피의자 이승환은 2012. 9. 6. 청주충주지청에서 야간주거침입절도죄로 재판중이 있는 범죄경력 12범인자이다.
 2011. 4. 5. 20:00경 천안시 동남구 성남면 신사리 309-4번지 성남교회에 있는 피해자 전연배의 사택에 이르러 시정되지 않은 출입문을 통해 서재까지 침입하여 그 곳에 놓인 피해자 소유인 시가 120만원 상당의 카메라 1점(렌즈, 가방), 시가 50만원 상당의 캠코더 1점, 시가 60만원 상당의 금반지 3점(24K)을 가지고 나와 절취하였다.",126.7003556,37.51204562
18,안산상록경찰서,안산상록경찰서,월피파출소,2012-06-26 3:00,안산시 상록구 월피동 508-2. '광덕시장' 1층,절도,야간주거침입절도,1,3,"피의자 이영민은 경일고등학교 1학년 자퇴한자로서, 현재 무직인자이다.
 피의자 이영민
 가. 야간주거침입절도죄
 1. 피의자 심야시간대 광덕시장 상가 간판에 ‘담배’라고 적힌 간판을 목격 후 담배를 절취하기로 마음먹었다.
 피의자는 2012. 6. 25. 03:00경 안산시 상록구 월피동 508-2. '광덕시장' 상가 1층 내에서 시정장치가 되어있지 않은 한쪽 셔터문을 손으로 밀어올려 기어서 들어간 다음 피해자 김훈태가 운영하는 '여우야 늑대야’ 상호의 속옷가게 등 광덕시장 내부에 있는 총 4개의 상점에 들어가서 현금 및 마일드세븐 담배 6갑등 아래의 범죄일람표와 같이 도합 308,200원 상당의 피해품을 절취한 것이다.
2. 계속하여 피의자는 2012. 6. 26. 03:00경 안산시 상록구 월피동 508-2.  '광덕시장' 1층 상가내에 상기 항과 같은 방법으로 침입하여 피해자 원창대가 운영하는 '광덕칼국수' 가게 안으로 들어가서 테이블 위에 놓여져 있던 흰색의 베가LTE 휴대폰(시가 80만원상당)을 절취 후 맞은편에 위치해 있는 피해자 김세진이 운영하는 '성환 옷수선집' 가게로 침입하여 내부에 놓여져 있던 파우치 가방내에서 현금 28,000원을 절취하는 등 도합 828,000원 상당의 피해품을 절취하였다.
 나. 야간주거침입절도미수
 피의자는 2012. 6. 27. 01:00경 상기 장소에서 가항과 같은 방법으로 침입하여 피해자 김훈태가 운영하는 '여우야늑대야' 가게 내부에 들어가 담배를 절취하려고 하였으나, 광덕시장 상가 경비원에게 발각되어 그 뜻을 이루지 못하고 미수에 그친것이다.
"",""2012. 6. 25. 03:00경 안산시 상록구 월피동 508-2. '광덕시장' 상가 1층 내에서 시정장치가 되어있지 않은 한쪽 셔터문을 손으로 밀어올려 기어서 들어간 다음 피해자 김훈태가 운영하는 '여우야 늑대야’ 상호의 속옷가게 등 광덕시장 내부에 있는 총 4개의 상점에 들어가서 현금 및 마일드세븐 담배 6갑등 아래의 범죄일람표와 같이 도합 308,200원 상당의 피해품을 절취한 것이다",128.7493844,35.10861561
19,인천부평경찰서,인천부평경찰서,철마지구대,2019-06-08 1:00,"인천 부평구 마곡로 9, 201호",살인,살인미수,1,2,"피의자는 무직으로, 피해자 이주홍과 약2년 전부터 내연관계를 유지하고 있었다. 최근에 들어서 피의자가 아무 일도 하지 않고 밤에는 TV 시청만 하고 낮에는 잠만 자는 등 게으른 생활태도에 실증을 느낀 피해자가 헤어질 것을 요구하자 2019. 6. 8 경 피해자가 출근한 사이 집을 나왔다, 그리고 지인으로부터 피해자 이주홍이 새로운 내연남인 피해자 성정한과 곧바로 동거를 시작하였다는 소문을 듣고 피해자 성정한의 집 주변을 배회하며 앙심을 품고 복수하기로 마음을 먹었다. 
가. 절도
 피의자는 2019. 6. 8. 01:00경 인천 부평구 마곡로 10 앞 노상에서 피해자 성정한(57세,남)소유의 EF 소나타 차량이 주차되어 있는 것을 보고 시정하지 않은 차문을 열고 침입하여, 그 안에 있던 피해자 소유의 시가 23만원상당의 블랙박스 1대, 시가 2만원상당의 내비게이션 1대 등 도합 25만원상당을 가지고 가 이를 절취하였다. 
 나. 재물손괴
 1.피의자는 2019. 6. 9. 01:00경 위 “가”항과 같은 장소에서 피해자 성정한(57세,남)소유의 EF 소나타 차량이 주차되어 있는 것을 보고 인천 부평구 산곡동 38-23 “미래철물장식”에서 구입한 송곳(손잡이 포함 13cm)으로 150,000원 상당의 피해자 차량 조수석 앞, 뒤 타이어 옆을 찔러 손괴하여 그 효용을 해한 것이다.
 2. 피의자는 같은 달. 10. 01:00경 인천 부평구 마곡로 10 앞 노상에 이르러 그곳에 주차해 놓은 피해자 소유의 EF 소나타 차량의 조수석 앞, 뒤 타이어가 새로 교체된 사실을 알고, “1”항과 같은 방법으로 150,000원 상당의 조수석의 앞 뒤 타이어 옆을 찔려 손괴하여 그 효용을 해한 것이다.
 3. 피의자는 같은 달 12. 01:00경 인천 부평구 마곡로 7 “코사마트” 앞 노상에서 피해자가 이동하여 주차 하여 놓은 것을 찾아내 위 “1”항과 같은 방법으로 새로 교체해 놓은 150,000원 상당의 조수석 앞, 뒤 타이어 바닥을 찔러 손괴하여 그 효용을 해한 것이다.
 다. 주거침입, 재물손괴 
 피의자는 같은 달. 23. 11:00경 인천 부평구 마곡로 9 201호 피해자 이주홍의 주거지에서, 피해자가 출근하고 아무도 없는 사이 그곳 옥상에 있던 돌멩이를 던져 시가 8만원상당의 현관 유리(가로56cm×세로61cm) 1장을 깨트리고 그곳을 통하여 피해자의 주거에 침입 한 후, 시가 8만원 상당 외부 2중 창문유리(가로40cm×세로34cm) 4장을 돌맹이로 쳐서 깨트린 다음 계속하여, 거실 등에 있던 시가 90만원 LG LED TV 1대, 시가불상의 김치통, 반찬통, 액자, 화장대거울, 화장품병 등을 바닥으로 내 던져 깨트리는 등 도합 106만원 상당의 재물을 손괴하여 그 효용을 해한 것이다.
 라. 주거침입, 재물손괴, 가스방출, 살인미수, 절도
 피의자는 같은 달. 29. 11:00경 인천 부평구 마곡로 9 201호 피해자 이주홍의 주거지에서, 피해자가 외출하고 아무도 없는 사이 기히 준비한 쇠톱을 이용하여 출입문 잠금장치 고리를 절단하고 안으로 침입하여, 냉장고 안에 있던 간장과 양념을 꺼내 거실 바닥에 뿌리고 계속하여 안방침대 메트리스 위에 간장과 양념을 쏟아 놓고 탁자 유리를 바닥에 던져 깨트리는 등 도합 50만원 상당의 재물을 손괴하였다, 그리고 계속하여 장롱 및 행거에 피해자의 동거남 성정한의 속옷 등이 있는 것을 목격하고 그 순간 피해자가 자신을 내쫓고 현재 동거남 성정한과 같이 살기 위한 목적이었다는 것을 알아채고 격분하게 되었다 그리고 가스 줄을 잘라 가스를 새어 나오게 한 후, 피해자와 그의 동거남 성정한이 귀가하여 집안이 난장판이 된 것을 목격하고 답답한 마음에 담배를 피울 것이라는 생각을 하며 피해자가 담배를 피우기 위해 불을 붙이면 가스가 폭발하여 그들을 한 꺼번에 살해 할 수 있을 것이라는 마음을 먹고 씽크대 안에 있던 부엌칼로 가스렌지 뒤쪽에 있는 가스 줄 5개소를 잘라 가스가 새어 나오게 하였다, 그리고 안방 장롱과 행거에 보관중인 피해자 이주홍의 소유 바지1점, 티셔츠 1점, 드레스2점, 마이브래지어 1점, 구두 한 켤레 등 도합 185,000원 상당의 재물을 가지고 나와 이를 절취 하였다 그러나 위와 같은 방법으로 피해자 이주홍, 피해자 성정한을 모두 살해 하려 하였으나 피해자 성정한이 귀가 할 때 1층 아래까지 가스냄새가 새어 나오는 것을 인식하고 집안으로 들어가 가스중간 밸브를 잠그고 창문을 열어 환기를 시키고 경찰에 신고를 함으로 그 뜻을 이루지 못하고 미수에 그쳤다.",126.8712621,35.14592154
20,경남진해경찰서,경남진해경찰서,웅동파출소,2019-06-04 14:00,창원시 진해구 웅천중로 33번안길 3(남문동),절도,절도,1,2,"피의자 이정윤은 일정한 직업이 없는 사람으로 피해자 윤면학(21세)와는 친구 사이이다. 
 가. 피의자는 2019. 6. 4. 14:00경 창원시 진해구 웅천중로 33번안길 3(남문동)에서 시정되지 않은 피해자의 주거지 출입문을 열고 침입하여 피해자의 방 서랍에 있던 백원짜리 동전 12개와 신한은행 신용카드 1개를 절취한 것을 비롯하여 2008. 2월 중순경부터 2019. 3. 28.경까지 별지 범죄일람표와 같이 19회에 걸쳐 피해자로부터 절취하고,
 나. 2019. 6. 4. 15:10경 창원시 진해구 소재 gs 편의점에서 5,000원 상당의 필라멘트 담배를 구입후 결제를 하면서 전항에서 절취한 신한은행 신용카드를 제시하였으나 사용정지가 되어 미수에 그치고,
 다. 2019. 6. 28. 15:00경 창원시 진해구 웅천중로 45번길 사회 선배인 피해자 윤한철(23세)의 주거지 내에서 피해자가 함께 있다가 잠시 자리를 비운 사이 서랍장 내에 있던 5만원권 지폐 5매(25만원)를 절취하였다.",129.0396108,35.33951081
21,광주서부경찰서,광주서부경찰서,화정지구대,2019-03-05 21:08,광주 서구 화정동 896-1번지 모아상가 2층,절도,특수절도,1,1,"피의자는 특수절도 등 13회의 범죄경력 있으며, 2019. 4. 8.자 특가법(절도)으로 대구구치소 수감되어 있는 자이다.
 【특수절도】
 피의자는 2019. 3. 5. 21:08경 광주 서구 화정동 896-1번지 모아상가 2층 피해자 박해혁(남,54세)이 운영하는 ‘박해혁 세무사’ 사무실의 불이 꺼져있고 출입문이 잠겨있어 비어있는 것을 확인, 소지하고 있는 빠루를 사용 출입문 잠금장치 부분에 끼워 제끼는 방법으로 손괴하여 해제한 후 침입 그곳 책상 서랍안에 들어있는 광주은행 통장(044-177-366669, 142-121-109991) 2개, 농협통장(666-02-177746) 1개, 신한카드(4009-0613-9925-8024) 1개, 그리고 경리 장부에 부착되어 있는 비밀번호로 추정되는 각종 부전지를 가지고 가 절취하였다.
 【절도】
 피의자는 2019. 3. 5. 22:36경 광주 서구 화정동 87-17 소재 농협 풍암지점 현금인출기에서 위와 같이 절취한 피해자의 광주은행 통장(016-107-373669)과 경리 장부에서 뜯어온 부전지에 기재된 비밀번호를 사용하여 그 안에 들어있는 현금 70만원을 인출하여 가 절취하였다.
 피의자는 이를 포함하여 별지 범죄일람표와 같이 12회에 걸쳐 도합 현금 707만원 상당을 인출하여 가 절취하였다. ",126.8260445,35.15148942
22,경남양산경찰서,경남양산경찰서,중앙파출소,2019-01-04 9:00,양산시 남부동 149-7,절도,절도,1,1,"피의자 이현우는 피해자 유민상의 아내 이동혜와 직장동료 관계이다.
가. 절도 
피의자는 2019. 1. 4. 09:00경 양산시 남부동 149-7 1층 주택내에 같은 직장동료인 이동혜와 함께 출근을 하기 위해 집에 방문하여 감시가 소홀한 틈을 이용하여 안방 침대 협탁 위에 놓여 있던 피해자 유민상의 소유인 출입문 특수키 열쇠를 가지고 나와 절취하였다.
나. 주거침입
피의자는 같은달. 7. 11:00경 위 ‘항’과 같은 장소에 거주하는 피해자 유민상의 집에 아무도 없다는 것을 알고 재물을 절취할 생각으로 이전에 몰래 훔쳐 갖고 나온 열쇠로 출입문 열고 그 집 안방까지 들어가 그의 주거에 침입하였다.
다. 절도 
피의자는 위 ‘항’과 같은 일시 및 장소에 위 ‘항’과 같은 방법으로 침입하여 안방 T.V 다이 밑에 보관중이던 피해자 유민상 소유인 현금 70만원이 들어있는 노란색 돼지 저금통과 그 곳 화장대 서랍안에 있던 현금 20만원이 들어있는 검은색 손지갑을 훔쳐서 가지고 나와 이를 절취하였다. ",126.6721314,33.54245395
23,광주광산경찰서,광주광산경찰서,우산지구대,2019-08-18 11:20,광주 광산구 우산동 시영 2차 아파트 202동 602호,절도,특수절도,3,1,"피의자 이홍규는 피해자 김기영과 약 3년전 이혼한 사람이고, 피의자 이혜빈은 친딸, 피의자 장재호는 교회 전도사이다.
 피의자들은 2019. 8. 18. 11:20경 광주 광산구 우산동 시영 2차 아파트 202동 602호에서 피의자 이홍규는 전 부인인 피해자 김기영(여,57세)에게 송정 5일 시장에 함께 가자고 밖으로 유인하고 피의자 이혜빈, 피의자 장재호는 같은 피해자가 집 안에 없는 틈을 이용하여 동소에 있는 시가 약 24만원 상당의 쌀 20kg짜리 6포대, 시가미상의 식기류, 침구류 등을 가지고 나왔다.
 피의자들은 이로써 합동하여 피해자 김기영의 재물을 가지고 절취하였다.",126.9829593,37.54727366
24,인천부평경찰서,인천부평경찰서,역전지구대,2019-09-02 14:17,인천 부평구 부평동 185-102호,절도,특수절도,2,1,"피의자 전용운, 피의자 전주현은 각 무직으로 같은 동네에서 상호 알게된 자들이다. 
 피의자들은 2019. 09.02. 14:17경 인천 부평구 부평동 185-102호 피해자 김기학이 운영하는 “골드보석안에 귀금속을 절취하기 위하여 손님으로 가장하여 들어갔다. 
 피의자 전용운은 피해자에게 “아들 패물을 보러 왔다” 고 하면서 귀금속을 보여달라고 하면서 말을 걸어 피해자를 혼란 스럽게 하였다
 이때 피의자 전주현은 위와 같이 피해자의 주의 감시가 소흘한 틈을 이용해서 그곳 진열장에 진열된 시가 1,300,000원상당의 14k 여성용 목걸이(7돈)1개를 자신의 손가방 안에 집어 넣어 가지고 갔다.
 이로써 피의자들은 합동하여 위 피해자의 재물을 절취하였다.",128.9872811,35.17097289
25,경남산청경찰서,경남산청경찰서,신등파출소,2019-01-10 22:00,산청군 신등면 평지리 법물마을 회관,절도,야간주거침입절도,1,3,"피의자는 일정한 직업이 없는 자이다
○ 야간주거침입절도
 가. 피의자는 2019. 1. 10. 22:00경 산청군 신등면 평지리 법물마을 회관 내에서 공동식량으로 주민들이 조금씩 모아 보관 해오던 쌀 20kg 시가 5만원 상당, 후라이팬 시가 4만원 상당, 고추가루 2.5kg 시가 3만원 상당 등 도합 12만원 상당을 주민들의 감시가 소홀한 틈을 이용하여 시정되지 않은 문을 열고 침입하여 들고 가는 방법으로 절취하였다.
○ 절도
 나. 피의자는 2019. 2. 2. 11:00경 산청군 중앙로2번길 28-3 피해자의 집 안방에 보관 중인 현금 15만원, 아랫방에 보관 해오던 땅콩 4Kg 시가 5만원 상당 등 도합 20만원 상당을 주인의 감시가 소홀한 틈을 이용하여 절취하였다.
○ 절도미수
 다. 피의자는 2019. 2. 12. 19:30경 산청군 덕우지길 18 마당에 주차되어 있던 83나1039호(2019년식, 흰색 포터) 차량의 물건을 훔치기 위해 시정되지 않은 차문을 열고 침입하여 금품을 물색하며 뒤지고 있는 것을 피해자에게 발각되어 미수에 그쳤다.",129.0551665,35.17346763
26,경기화성경찰서,경기화성경찰서,남양파출소,2019-06-16 9:00,화성시 북양동 373 ‘성진모음비철’ 고물상,절도,특정범죄가중처벌에관한법률위반(절도),1,5,"피의자는 무직이다. 피의자는 2008년경 절도 등으로 3년6월 징역형 처분을 받았고 2019년 6월 10일자 순천교도소에서 만기 출소 한 자로서 그 누범 기간 중에 있는 자이다.
 가. 피의자는 2019. 6. 16. 09:00경부터 같은날 09:30경 사이 화성시 주석로 79-12 피해자 김병식(56세, 남)이 숙소로 사용하는 주택에서 아무도 없는 틈에 잠겨 있지 않은 출입문을 열고 침입하여 안에 있던 피해자 소유 현금 100만원을 들고 나왔다. 
 나. 피의자는 2019. 7. 11. 10:59경 화성시 북양동 373 ‘성진모음비철’ 고물상에서 직원들이 작업을 하고 있는 틈에 잠겨있지 않은 컨테이너 사무실 문을 열고 침입하여 피해자 조승옥(27,여) 소유 현금 252만원(일만원권 202장, 오만원권 10장), 시가 13만원 상당의 갈색 MCM 여성용 반지갑 1개, 검정색 화장품 가방이 들어 있는 검정색 가방을 들고 나왔다. 
 다. 피의자는 2019. 7. 19. 10:00경 안산시 상록구 본오동 828-67 피해자 최진향(70세,여) 집에서 아무도 없는 틈에 열려진 대문을 열고 작은방에 들어가서 피해자 소유 매일캐쉬백 카드 1매, 빈센트병원 진료카드 1매, 아주대병원 진료카드 1매, 삼성의료원 진료카드 1매, 주민등록증, 시가 2만원 상당의 빨간색 카드 지갑 1개가 들어 있는 빨강색 여성용 지갑 1개와 시가 70만원 상당의 18K금목걸이 1개를 들고 나왔다. 그리고 건너방에 가서 시가 75,000원 상당(1말반)의 피해자 소유 들깨 1포대를 들고 나왔다. 
 라. 피의자는 2019. 7. 26. 08:58경 화성시 역골동로 10-5 ‘(주)상진’ 고물상에서 직원들이 일하고 있는 틈에 컨테이너 사무실에 침입하여 안에 있던 피해자 이대형(27,남) 소유 시가 30만원 상당의 후지필름 디지털카메라 1대, 시가 25,000원 상당의 맥심커피믹스 1박스를 들고 나왔다. 
 마. 피의자는 2019. 8. 5. 10:20경부터 같은날 13:00경 사이 화성시 역골동로 70 남양아이파크아파트 104동 1204호에서 피해자 김엽순(86세,여)의 집에서 피해자가 교회에 간 틈에 대문 자물쇠를 손괴하고 침입하여 작은방에 있던 피해자 소유 시가 45,000원 상당의 찹쌀 12kg가 들어 있는 쌀포대를 들고 갔다. 
 이로써, 피의자는 모두 5회에 걸쳐 도합 시가 4,815,000원 상당을 상습으로 절취하였다. ",126.6296557,37.48313557
27,제주서부경찰서,제주서부경찰서,함덕파출소,2019-10-27 11:11,제주시 조함해안로 554,절도,절도,1,1,"가. 주거침입
피의자는 2019. 10. 27. 11:11경 제주시 조함해안로 554 피해자 박태현(남, 35세)이 운영하는 함덕게스트하우스에 절도 목적으로 출입문을 통해 침입하였다.
나. 절도
피의자는 가.항과 같이 침입하여 1층 창고에 있던 피해자 소유 시가 미상의 토치 1대와 주방에 있던 시가 미상의 라면 2개와 주먹밥 2개를 가지고 가 절취하였다.",126.7509415,37.77181392
